category,subcategory,tags,attribute,attribute_description,tablename,geography,region,vintage,source,vartype,last_updated,notes
economic,unemployment,"economic, unemployment, bls, monthly, laus, labor",month,"Month (YYYY-DD)",unemployment_bls,county,"North Carolina","2010 - 2021","Bureau of Labor Statistics Local Area Unemployment Statistics (LAUS)",CHAR(7),2021-04-02,
economic,unemployment,"economic, unemployment, bls, monthly, laus, labor",labor_force_ct,"Count of population aged 16 and up in labor force",unemployment_bls,county,"North Carolina","2010 - 2021","Bureau of Labor Statistics Local Area Unemployment Statistics (LAUS)",INT,2021-04-02,
economic,unemployment,"economic, unemployment, bls, monthly, laus, labor",employed_ct,"Count of employed population aged 16 and up in labor force",unemployment_bls,county,"North Carolina","2010 - 2021","Bureau of Labor Statistics Local Area Unemployment Statistics (LAUS)",INT,2021-04-02,
economic,unemployment,"economic, unemployment, bls, monthly, laus, labor",unemp_ct,"Count of unemployed popualtion aged 16 and up in labor force",unemployment_bls,county,"North Carolina","2010 - 2021","Bureau of Labor Statistics Local Area Unemployment Statistics (LAUS)",INT,2021-04-02,
economic,unemployment,"economic, unemployment, bls, monthly, laus, labor",unemp_pct,"Unemployment rate among population aged 16 and up in labor force",unemployment_bls,county,"North Carolina","2010 - 2021","Bureau of Labor Statistics Local Area Unemployment Statistics (LAUS)","DECIMAL(4,3)",2021-04-02,
key,key,"health, prenatal care, hnc2030, race, ethnicity, ncecf, pathways",state_fips,"FIPS code for state",prenatal_care_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.",CHAR(2),2021-04-02,"For education subgroups, see prenatal_care_subgroup_ncecf table"
key,key,"health, prenatal care, hnc2030, race, ethnicity, ncecf, pathways",county_fips,"FIPS code for county",prenatal_care_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.",CHAR(3),2021-04-02,"For education subgroups, see prenatal_care_subgroup_ncecf table"
key,key,"health, prenatal care, hnc2030, race, ethnicity, ncecf, pathways",tract_fips,"FIPS code for census tract",prenatal_care_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.",CHAR(6),2021-04-02,"For education subgroups, see prenatal_care_subgroup_ncecf table"
key,key,"health, prenatal care, hnc2030, race, ethnicity, ncecf, pathways",race,"Race and/or ethnicity",prenatal_care_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.",VARCHAR(20),2021-04-02,"For education subgroups, see prenatal_care_subgroup_ncecf table"
key,key,"health, prenatal care, hnc2030, race, ethnicity, ncecf, pathways",year,Year,prenatal_care_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.",SMALLINT(4),2021-04-02,"For education subgroups, see prenatal_care_subgroup_ncecf table"
health,"prenatal care","health, prenatal care, hnc2030, race, ethnicity, ncecf, pathways",otpnc_pct_mothers_of,"Percent of mothers within race/ethnicity subgroup that receiving on-time prenatal care",prenatal_care_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.","DECIMAL (5,4)",2021-04-02,"For education subgroups, see prenatal_care_subgroup_ncecf table"
key,key,"economic, unemployment, ncdoc, quarterly, jobs, industry, naics",state_fips,"FIPS code for state",employment_industry_county_ncdoc,county,"North Carolina","2010 - 2021","North Carolina Department of Commerce Quarterly Census Employment and Wages (QCEW)",CHAR(2),2021-04-02,
key,key,"economic, unemployment, ncdoc, quarterly, jobs, industry, naics",county_fips,"FIPS code for county",employment_industry_county_ncdoc,county,"North Carolina","2010 - 2021","North Carolina Department of Commerce Quarterly Census Employment and Wages (QCEW)",CHAR(3),2021-04-02,
key,key,"economic, unemployment, ncdoc, quarterly, jobs, industry, naics",year,Year,employment_industry_county_ncdoc,county,"North Carolina","2010 - 2021","North Carolina Department of Commerce Quarterly Census Employment and Wages (QCEW)",SMALLINT(4),2021-04-02,
key,key,"economic, unemployment, ncdoc, quarterly, jobs, industry, naics",quarter,Quarter,employment_industry_county_ncdoc,county,"North Carolina","2010 - 2021","North Carolina Department of Commerce Quarterly Census Employment and Wages (QCEW)",CHAR(7),2021-04-02,
key,key,"economic, unemployment, ncdoc, quarterly, jobs, industry, naics",naics_code,"NAICS sector (2-digit NAICS)",employment_industry_county_ncdoc,county,"North Carolina","2010 - 2021","North Carolina Department of Commerce Quarterly Census Employment and Wages (QCEW)",CHAR(2),2021-04-02,
economic,employment,"economic, unemployment, ncdoc, quarterly, jobs, industry, naics",establishment_ct,"Count of establishments in NAICS sector during the quarter",employment_industry_county_ncdoc,county,"North Carolina","2010 - 2021","North Carolina Department of Commerce Quarterly Census Employment and Wages (QCEW)",INT,2021-04-02,
economic,employment,"economic, unemployment, ncdoc, quarterly, jobs, industry, naics",avg_employment_ct,"Average number of employees in NAICS sector during the quarter",employment_industry_county_ncdoc,county,"North Carolina","2010 - 2021","North Carolina Department of Commerce Quarterly Census Employment and Wages (QCEW)",INT,2021-04-02,
economic,employment,"economic, unemployment, ncdoc, quarterly, jobs, industry, naics",total_wages,"Total amount of wages paid in NAICS sector during the quarter",employment_industry_county_ncdoc,county,"North Carolina","2010 - 2021","North Carolina Department of Commerce Quarterly Census Employment and Wages (QCEW)",INT,2021-04-02,
economic,employment,"economic, unemployment, ncdoc, quarterly, jobs, industry, naics",avg_weekly_wage,"Average weekly wage by by establishments in NAICS sector during the quarter",employment_industry_county_ncdoc,county,"North Carolina","2010 - 2021","North Carolina Department of Commerce Quarterly Census Employment and Wages (QCEW)",INT,2021-04-02,
key,key,"health, prenatal care, hnc2030, educational attainment, ncecf, pathways",state_fips,"FIPS code for state",prenatal_care_subgroup_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.",CHAR(2),2021-04-03,"For race/ethnicity subgroups, see prenatal_care_ncecf table"
key,key,"health, prenatal care, hnc2030, educational attainment, ncecf, pathways",county_fips,"FIPS code for county",prenatal_care_subgroup_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.",CHAR(3),2021-04-03,"For race/ethnicity subgroups, see prenatal_care_ncecf table"
key,key,"health, prenatal care, hnc2030, educational attainment, ncecf, pathways",tract_fips,"FIPS code for census tract",prenatal_care_subgroup_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.",CHAR(6),2021-04-03,"For race/ethnicity subgroups, see prenatal_care_ncecf table"
key,key,"health, prenatal care, hnc2030, educational attainment, ncecf, pathways",year,Year,prenatal_care_subgroup_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.",SMALLINT(4),2021-04-03,"For race/ethnicity subgroups, see prenatal_care_ncecf table"
health,"prenatal care","health, prenatal care, hnc2030, educational attainment, ncecf, pathways",otpnc_pct_lt_hs_mothers,"Percent of mothers with less than a high school education receiving on-time prenatal care",prenatal_care_subgroup_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.","DECIMAL (5,4)",2021-04-03,"For race/ethnicity subgroups, see prenatal_care_ncecf table"
health,"prenatal care","health, prenatal care, hnc2030, educational attainment, ncecf, pathways",otpnc_pct_hs_mothers,"Percent of mothers with a high school education receiving on-time prenatal care",prenatal_care_subgroup_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.","DECIMAL (5,4)",2021-04-03,"For race/ethnicity subgroups, see prenatal_care_ncecf table"
health,"prenatal care","health, prenatal care, hnc2030, educational attainment, ncecf, pathways",otpnc_pct_tot_mothers,"Percent of mothers receiving on-time prenatal care",prenatal_care_subgroup_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.","DECIMAL (5,4)",2021-04-03,"For race/ethnicity subgroups, see prenatal_care_ncecf table"
health,"prenatal care","health, prenatal care, hnc2030, educational attainment, ncecf, pathways",otpnc_pct_gt_hs_mothers,"Percent of mothers with more than a high school education receiving on-time prenatal care",prenatal_care_subgroup_ncecf,county,"North Carolina","2011 - 2017","N.C. Early Childhood Foundation. Pathways Data Dashboard.","DECIMAL (5,4)",2021-04-03,"For race/ethnicity subgroups, see prenatal_care_ncecf table"
key,key,"economic, employment, jobs, self-employment",state_fips,"FIPS code for state",worker_class,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",CHAR(2),2021-04-05,
key,key,"economic, employment, jobs, self-employment",county_fips,"FIPS code for county",worker_class,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",CHAR(3),2021-04-05,
key,key,"economic, employment, jobs, self-employment",tract_fips,"FIPS code for census tract",worker_class,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",CHAR(6),2021-04-05,
key,key,"economic, employment, jobs, self-employment",year,Year,worker_class,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",SMALLINT(4),2021-04-05,
economic,employment,"economic, employment, jobs, self-employment",worker_private_ct,"Count of population 16 years and over working for a private entity",worker_class,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-04-05,
economic,employment,"economic, employment, jobs, self-employment",worker_private_pct,"Percent of population 16 years and over working for a private entity",worker_class,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL(4,3)",2021-04-05,
economic,employment,"economic, employment, jobs, self-employment",worker_gov_ct,"Count of population 16 years and over working for a government entity",worker_class,tract,"North Carolina","2010 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-04-05,
